Unnamed: 0,country,description,points,price,province,taster_name,title,variety,winery
10654,US,"Dashe uses 30-year-old vines from Guinness McFadden's farm in the southeastern end of Mendocino County, organically grown and planted in rocky, chalky soil. Golden in color and thick in texture, the wine has lovely acidity and is definitely dry, austere and very Germanic, with a nutty earthiness.",87,20.0,California,Virginie Boone,Dashe Cellars 2010 Dry Riesling McFadden Farms Riesling (Potter Valley),Riesling,Dashe Cellars
10656,France,"For a simple Beaujolais, this is an intensely rich wine with toast spice coming through the black cherry fruit. The tannins give a ripe structure. All the time, the wine remains true to its fruity origins.",87,25.0,Beaujolais,Roger Voss,Domaine Chasselay 2010 Cuvée de la Platière  (Beaujolais),Gamay,Domaine Chasselay
10657,US,"Broadly fruity, with a palate of mixed red berries and cherries. Light and balanced, this is well-made, of medium length, and ready to drink right away.",87,25.0,Washington,Paul Gregutt,Lujon 2008 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Lujon
10660,Spain,"This is mildly herbal and dilute on the nose, but not unappealing. It feels medium in body, with a timid structure and simple red-berry flavors that taste slightly sweet. Fresh and mild as a whole.",84,10.0,Central Spain,Michael Schachner,Altozano 2010 Finca Constancia Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Altozano
10661,France,"This is a toasty, black-currant-fruited wine. Its structural tannins give a dry character. A touch of green herb and a hard edge of toast indicate that the wine needs another year to soften.",84,10.0,Bordeaux,Roger Voss,Baron Philippe de Rothschild 2010 Mouton Cadet  (Bordeaux),Bordeaux-style Red Blend,Baron Philippe de Rothschild
10662,Argentina,"This smells bland but clean, with a hint of citrus. It feels spritzy but simple, with papaya, green melon and mild citrus flavors. Good in a very basic way, but drink now before it fades.",84,11.0,Other,Michael Schachner,Bodega NQN 2010 Malma Finca la Papay Sauvignon Blanc (Patagonia),Sauvignon Blanc,Bodega NQN
10664,France,"This is a soft, rather unfocused, open-textured wine that shows apple and citrus flavors. It's ready to drink now.",84,13.0,Bordeaux,Roger Voss,Château Briot 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Briot
10665,France,"With a blackberry flavor and a juicy character, this is a wine that has a bright, fresh feel and soft tannins.",84,12.0,Bordeaux,Roger Voss,Château Chaubinet 2011  Bordeaux,Bordeaux-style Red Blend,Château Chaubinet
10668,France,"Lean, soft and soapy in character, this has a dry core and soft tannins, with a lightweight red-berry note. Not for aging.",84,50.0,Bordeaux,Roger Voss,Château Vieux Ferrand 2011 Cuvée Legta  (Lalande de Pomerol),Bordeaux-style Red Blend,Château Vieux Ferrand
10669,Spain,"This smells stalky and past its prime, but it's not stinky or maderized. The palate is fleshy in feel and oily in sensation, with bitter citrus flavors and pithy notes. Neither vital nor fresh on the finish.",84,18.0,Galicia,Michael Schachner,Don Olegario 2011 Albariño (Rías Baixas),Albariño,Don Olegario
10672,Spain,"Spearmint chewing gum, cassis and raisin aromas are friendly. However, on the palate this wine rings hollow, with little structure and hardly any midpalate. The flavors of candied red fruits are basic, while the finish shows residual raspberry flavor and no complexity.",84,30.0,Catalonia,Michael Schachner,Pinord 2008 Clos del Mas Red (Priorat),Red Blend,Pinord
10673,Argentina,"Perfumed aromas of lemon verbena and wild flower are reminiscent of air freshener. The palate is a bit heavy, but solid acidity provides necessary cut. Flavors of vanilla and spice are a little funky, while the finish is also oaky.",84,13.0,Other,Michael Schachner,San Huberto 2010 Reserva Chardonnay (Argentina),Chardonnay,San Huberto
10676,US,Whiffs of soft leather and fresh herb set up this dry Cabernet. The scents and flavors of earth and stem are accompanied by a finishing accent of vanilla.,84,12.0,Washington,Paul Gregutt,14 Hands 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,14 Hands
10677,Spain,"If this Cava weren't so pickled in smell and taste, it would rate better. As is, it opens with white fruit, vanilla and brine aromas. Flavors of apple and pear maintain a prevalent, pickled edge, while the finish falls off in feel and clarity.",84,15.0,Catalonia,Michael Schachner,Louis Drescher NV Amor Special Cuvée Sparkling (Cava),Sparkling Blend,Louis Drescher
10678,US,"Herbal and earthy, this dry and tannic wine shows almost no hint of ripe fruit. It might be best with a burger or skirt steak to absorb the tannins.",84,17.0,Washington,Paul Gregutt,Maryhill 2010 Merlot (Columbia Valley (WA)),Merlot,Maryhill
10679,Argentina,"A cool cherry aroma and a mild, creamy paste note open the nose. The feel is fiery and untamed, while full flavors of cherry and plum seem raw. A cocoa flavor and juicy feel define the finish.",84,10.0,Mendoza Province,Michael Schachner,Finca Los Maza 2010 Colección Malbec (Mendoza),Malbec,Finca Los Maza
10682,US,"A somewhat volatile nose introduces a wine that has a powerfully oaky flavor, perhaps from the 30 months it spent in 50% new American barrels. It seems a bit overdone, and the fruit heads into dry, pruny flavors. It is seemingly already past its prime.",84,30.0,Washington,Paul Gregutt,Des Voigne Cellars 2008 Montreux Syrah (Columbia Valley (WA)),Syrah,Des Voigne Cellars
10683,Italy,"This opens with aromas of honeysuckle and yellow stone fruit. On the simple off-dry palate, fresh acidity backs up ripe apricot and sweet white peach.",85,14.0,Veneto,Kerin O’Keefe,Cantine Maschio NV Extra Dry  (Prosecco),Glera,Cantine Maschio
10684,France,"This crisp wine with light citrus, toast and spice flavors is open and fruity. Behind the apple and pear flavors there are almonds, pepper and tangy acidity. Drink this wine now.",85,16.0,Loire Valley,Roger Voss,Collegiale des Domaines de Loire 2015 Les Bois de Vaux Sec  (Vouvray),Chenin Blanc,Collegiale des Domaines de Loire
10685,US,"Fruit-forward aromas of blueberry, orange peel and spice lead to medium-bodied fruit flavors. It's respectable, though it's near impossible to peg it as Cabernet.",85,10.0,Washington,Sean P. Sullivan,Washington Hills 2015 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Washington Hills
10686,France,"This crisp herbal wine is light and fruity. Its acidity, grapefruit and lime flavors and the tangy texture create a wine that is clean and ready to drink.",84,12.0,Loire Valley,Roger Voss,Bougrier 2016 Sauvignon Blanc (Val de Loire),Sauvignon Blanc,Bougrier
10687,France,"Very Sauvignon, with a strongly herbal character, the wine is crisp, tight and with intense acidity. It is all tangy fruit, ready to drink.",84,14.0,Loire Valley,Roger Voss,Les Frères Couillaud 2016 Bernier Sauvignon Blanc (Val de Loire),Sauvignon Blanc,Les Frères Couillaud
10688,Italy,"Here's an extremely simple sparkler with a shy nose and flavors suggesting acacia, apple and a hint of green melon. Brisk acidity provides the backdrop.",84,20.0,Veneto,Kerin O’Keefe,Cavazza NV Brut  (Prosecco),Glera,Cavazza
10689,Italy,"Aromas of green apple, toasted almond and adhesive bandage carry over to the palate. It's vigorous, with brisk acidity and a bitter finish.",84,25.0,Veneto,Kerin O’Keefe,Le Vigne di Alice 2016 Doro Nature  (Valdobbiadene Prosecco Superiore),Glera,Le Vigne di Alice
10690,US,This wine has mouth-puckering tannins that make it almost impenetrable. Its baked plum fruit meets a Dr. Pepper-type cola flavor.,84,42.0,California,Virginie Boone,Longboard 2014 Rhino Chaser Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Longboard
10691,Italy,This extremely simple off-dry sparkler has light floral scents and flavors of mature yellow apple and canned pineapple. Brisk acidity and vigorous bubbles offer an edgy backdrop.,84,13.0,Veneto,Kerin O’Keefe,Nobilissima NV Extra Dry  (Prosecco),Glera,Nobilissima
10692,Canada,"This wine feels flat, with no life to the palate. It's been fermented to complete dryness, leaving only tired skin flavors of dried lemon and mixed citrus. Two bottles were tasted, with identical results.",84,28.0,Ontario,Paul Gregutt,North 42 Degrees 2016 Reserve Riesling (Lake Erie North Shore),Riesling,North 42 Degrees
10693,Spain,"A strange but undeniable aroma of peanut butter announces this brut as a funky pour. The palate steps it up a bit, with yeasty, white-fruit flavors that turns foamy on a slightly green and bitter finish.",84,13.0,Catalonia,Michael Schachner,Segura Viudas NV Aria Estate Brut Sparkling (Cava),Sparkling Blend,Segura Viudas
10694,Italy,"This extremely informal sparkler doesn't reveal any aromas while the shy simple palate offers suggestions of yellow apple skin and citrus. It's brisk, with firm acidity and vigorous bubbles.",84,25.0,Veneto,Kerin O’Keefe,Baldi NV Rive di Ogliano  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Baldi
10697,US,"This wine's intense grapey, jammy aromas lead to very fruity and blackberry jam, melted butter and strawberry syrup flavors. It's medium bodied and sweet.",84,5.0,California,Jim Gordon,Mancan NV Red (California),Red Blend,Mancan
10698,Italy,"Aromas of nut and yellow apple skin follow over to the lean palate along with brisk acidity. It's vigorous, with steely bubbles.",84,11.0,Veneto,Kerin O’Keefe,Adria Vini NV Mirabello  (Prosecco),Glera,Adria Vini
10699,Germany,"Smoky and earth tones persist from nose to finish here, obscuring fresh lemon and lime on the palate. While off dry in style, its a savory wine with a slightly bitter, waxy finish.",84,15.0,Rheinhessen,Anna Lee C. Iijima,Art of Earth 2016 Made With Organic Grapes Riesling (Rheinhessen),Riesling,Art of Earth
10700,Spain,"Pungent aromas of cactus and sweaty citrus suggest Sauvignon Blanc or Verdejo, but this is mostly Merseguera with Macabeo and Moscatel thrown in. A pulpy palate is marginally focused, while this tastes of tropical fruits, namely grapefruit and passion fruit.",84,9.0,Levante,Michael Schachner,Volver 2016 Tarima Blanco White (Alicante),White Blend,Volver
10701,France,The wine has bitterness from the intense acidity and herbal character. That shows its youth and this intensity will calm down as the ripe fruit softens. It will be a perfumed wine with a softer texture from spring 2018.,84,11.0,Loire Valley,Roger Voss,Albert Besombes 2016 Vallée des Rois Sauvignon Blanc (Touraine),Sauvignon Blanc,Albert Besombes
10702,Italy,"Here's an extremely simple, slightly sweet sparkler that offers suggestions of white peach, pear and a candied note. Fresh acidity gives the finish a slight boost.",84,10.0,Veneto,Kerin O’Keefe,Amore di Amanti NV Extra Dry  (Prosecco),Glera,Amore di Amanti
10703,France,"This is a soft ripe wine. Its apple and crisp pear fruitiness is right up front, revealing a simple open light wine that has a crisp aftertaste. Drink now.",84,14.0,Loire Valley,Roger Voss,Remy-Pannier 2016  Muscadet,Melon,Remy-Pannier
10704,Italy,"Acacia flower, almond and yellow apple aromas carry through to the lean, simple palate along with a confectionery note. Pour this at informal get-togethers.",84,14.0,Veneto,Kerin O’Keefe,Cavazza NV  Prosecco,Glera,Cavazza
10705,US,"The winery indicates this is from 2015, but there is no vintage shown on the bottle. On the sweet edge of brut, it smells and tastes of plastic, with a grainy, sugary mouthfeel and simple apple fruit.",84,25.0,Oregon,Paul Gregutt,Wetzel Estate NV Cuvée Blanc Sparkling (Willamette Valley),Sparkling Blend,Wetzel Estate
10707,Italy,"This informal, slightly sweet sparkler offers yellow pear, glazed almond and candied-citrus flavors. Vigorous bubbles and brisk acidity make up the bracing backdrop.",84,18.0,Veneto,Kerin O’Keefe,Bellenda NV Prima Cuvée Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,Bellenda
10708,France,"Light, bright and crisp, this is a tangy wine. Its floral aroma and its juicy tropical fruits are both part of a wine that has been made to be drunk young, fruity and easily. Drink now.",84,10.0,Loire Valley,Roger Voss,Les Vignerons du Pallet 2015 La Marinière Sur Lie  (Muscadet Sèvre et Maine),Melon,Les Vignerons du Pallet
10709,France,"This is a lightly herbal wine with crisp citrus and a tight texture. The wine with its mineral edge and chewy green-fruit flavor is dry, packed with acidity and ready to drink.",84,12.0,Loire Valley,Roger Voss,Remy-Pannier 2016 Sauvignon Blanc (Touraine),Sauvignon Blanc,Remy-Pannier
10710,Argentina,"A flat luster and mild aromas of wood and almost stale fruit get this wine off to a slow start. A full palate is sketchy in terms of acidity and balance, while this tastes cidery, with a bitter flavor of grapes skins on the finish.",84,20.0,Mendoza Province,Michael Schachner,Domaine Bousquet 2016 Grand Reserve Chardonnay (Tupungato),Chardonnay,Domaine Bousquet
10711,Argentina,"Punchy citrus aromas are prickly on the nose. This wine is quite citric in feel, with lemon extract and lime taking charge.",84,13.0,Mendoza Province,Michael Schachner,Domaine Bousquet 2017 Made With Organic Grapes Sauvignon Blanc (Tupungato),Sauvignon Blanc,Domaine Bousquet
10712,Spain,"Bready, oxidized aromas are imprecise and lacking in fruit. This is a blend of Palomino, Rufete Blanca and Moscatel from Salamanca, which is off the beaten path. A plump but flat palate of yeasty white-fruit flavors lacks zest on a fading finish. Drink now.",84,22.0,Central Spain,Michael Schachner,La Zorra 2014 Teso Blanco White (Sierra de Salamanca),White Blend,La Zorra
